,greatersydney,rings,lga,dwellingtype,bedrooms,wrent_median,new_bonds_no,total_bonds_held,date
406631,Greater Sydney,Outer Ring,Liverpool,House,3 Bedrooms,490.0,284,3898,2021-03-31
406632,Greater Sydney,Outer Ring,Liverpool,House,4 or more Bedrooms,600.0,280,3893,2021-03-31
406633,Greater Sydney,Outer Ring,Liverpool,Other,Total,380.0,164,2228,2021-03-31
406634,Greater Sydney,Outer Ring,Liverpool,Other,Bedsitter,,,,2021-03-31
406635,Greater Sydney,Outer Ring,Liverpool,Other,1 Bedroom,250.0,s,207,2021-03-31
406636,Greater Sydney,Outer Ring,Liverpool,Other,Not Specified,418.0,90,898,2021-03-31
406637,Greater Sydney,Outer Ring,Liverpool,Other,2 Bedrooms,380.0,34,540,2021-03-31
406638,Greater Sydney,Outer Ring,Liverpool,Other,3 Bedrooms,410.0,s,390,2021-03-31
406639,Greater Sydney,Outer Ring,Liverpool,Other,4 or more Bedrooms,,,184,2021-03-31
406640,Greater Sydney,Outer Ring,Liverpool,Townhouse,Total,500.0,93,1550,2021-03-31
406641,Greater Sydney,Outer Ring,Liverpool,Townhouse,Bedsitter,,,,2021-03-31
406642,Greater Sydney,Outer Ring,Liverpool,Townhouse,1 Bedroom,,,s,2021-03-31
406643,Greater Sydney,Outer Ring,Liverpool,Townhouse,Not Specified,,,51,2021-03-31
406644,Greater Sydney,Outer Ring,Liverpool,Townhouse,2 Bedrooms,398.0,s,367,2021-03-31
406645,Greater Sydney,Outer Ring,Liverpool,Townhouse,3 Bedrooms,500.0,59,909,2021-03-31
406646,Greater Sydney,Outer Ring,Liverpool,Townhouse,4 or more Bedrooms,615.0,s,192,2021-03-31
406647,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,Total,370.0,665,6660,2021-03-31
406648,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,Bedsitter,,,s,2021-03-31
406649,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,1 Bedroom,350.0,142,966,2021-03-31
406650,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,Not Specified,340.0,s,481,2021-03-31
406651,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,2 Bedrooms,380.0,440,4558,2021-03-31
406652,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,3 Bedrooms,460.0,48,595,2021-03-31
406653,Greater Sydney,Outer Ring,Liverpool,Flat/Unit,4 or more Bedrooms,,,s,2021-03-31
406661,Greater Sydney,Outer Ring,Northern Beaches,House,Total,1100.0,534,5560,2021-03-31
406662,Greater Sydney,Outer Ring,Northern Beaches,House,Bedsitter,,,s,2021-03-31
406663,Greater Sydney,Outer Ring,Northern Beaches,House,1 Bedroom,440.0,s,195,2021-03-31
406664,Greater Sydney,Outer Ring,Northern Beaches,House,Not Specified,,,136,2021-03-31
406665,Greater Sydney,Outer Ring,Northern Beaches,House,2 Bedrooms,700.0,86,791,2021-03-31
406666,Greater Sydney,Outer Ring,Northern Beaches,House,3 Bedrooms,980.0,189,2094,2021-03-31
406667,Greater Sydney,Outer Ring,Northern Beaches,House,4 or more Bedrooms,1350.0,227,2326,2021-03-31
406668,Greater Sydney,Outer Ring,Northern Beaches,Other,Total,565.0,31,1462,2021-03-31
406669,Greater Sydney,Outer Ring,Northern Beaches,Other,Bedsitter,,,73,2021-03-31
406670,Greater Sydney,Outer Ring,Northern Beaches,Other,1 Bedroom,440.0,s,278,2021-03-31
406671,Greater Sydney,Outer Ring,Northern Beaches,Other,Not Specified,,,397,2021-03-31
406672,Greater Sydney,Outer Ring,Northern Beaches,Other,2 Bedrooms,,,423,2021-03-31
406673,Greater Sydney,Outer Ring,Northern Beaches,Other,3 Bedrooms,,,213,2021-03-31
406674,Greater Sydney,Outer Ring,Northern Beaches,Other,4 or more Bedrooms,,,78,2021-03-31
406675,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,Total,883.0,88,1278,2021-03-31
406676,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,Bedsitter,,,,2021-03-31
406677,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,1 Bedroom,,,85,2021-03-31
406678,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,Not Specified,,,s,2021-03-31
406679,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,2 Bedrooms,700.0,31,412,2021-03-31
406680,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,3 Bedrooms,1088.0,42,653,2021-03-31
406681,Greater Sydney,Outer Ring,Northern Beaches,Townhouse,4 or more Bedrooms,,,101,2021-03-31
406682,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,Total,615.0,1607,16239,2021-03-31
406683,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,Bedsitter,450.0,s,170,2021-03-31
406684,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,1 Bedroom,500.0,502,4645,2021-03-31
406685,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,Not Specified,460.0,s,404,2021-03-31
406686,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,2 Bedrooms,650.0,935,9437,2021-03-31
406687,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,3 Bedrooms,1000.0,134,1478,2021-03-31
406688,Greater Sydney,Outer Ring,Northern Beaches,Flat/Unit,4 or more Bedrooms,1650.0,s,105,2021-03-31
406696,Greater Sydney,Outer Ring,Penrith,House,Total,450.0,950,12111,2021-03-31
406697,Greater Sydney,Outer Ring,Penrith,House,Bedsitter,,,38,2021-03-31
406698,Greater Sydney,Outer Ring,Penrith,House,1 Bedroom,250.0,s,139,2021-03-31
406699,Greater Sydney,Outer Ring,Penrith,House,Not Specified,,,431,2021-03-31
406700,Greater Sydney,Outer Ring,Penrith,House,2 Bedrooms,350.0,123,1025,2021-03-31
406701,Greater Sydney,Outer Ring,Penrith,House,3 Bedrooms,430.0,444,6357,2021-03-31
406702,Greater Sydney,Outer Ring,Penrith,House,4 or more Bedrooms,560.0,352,4121,2021-03-31
406703,Greater Sydney,Outer Ring,Penrith,Other,Total,330.0,121,2123,2021-03-31
406704,Greater Sydney,Outer Ring,Penrith,Other,Bedsitter,305.0,s,46,2021-03-31
406705,Greater Sydney,Outer Ring,Penrith,Other,1 Bedroom,220.0,s,218,2021-03-31
406706,Greater Sydney,Outer Ring,Penrith,Other,Not Specified,,,499,2021-03-31
406707,Greater Sydney,Outer Ring,Penrith,Other,2 Bedrooms,340.0,49,578,2021-03-31
406708,Greater Sydney,Outer Ring,Penrith,Other,3 Bedrooms,400.0,s,591,2021-03-31
406709,Greater Sydney,Outer Ring,Penrith,Other,4 or more Bedrooms,,,191,2021-03-31
406710,Greater Sydney,Outer Ring,Penrith,Townhouse,Total,420.0,228,2878,2021-03-31
406711,Greater Sydney,Outer Ring,Penrith,Townhouse,Bedsitter,,,,2021-03-31
406712,Greater Sydney,Outer Ring,Penrith,Townhouse,1 Bedroom,,,33,2021-03-31
406713,Greater Sydney,Outer Ring,Penrith,Townhouse,Not Specified,,,71,2021-03-31
406714,Greater Sydney,Outer Ring,Penrith,Townhouse,2 Bedrooms,358.0,40,404,2021-03-31
406715,Greater Sydney,Outer Ring,Penrith,Townhouse,3 Bedrooms,420.0,147,1955,2021-03-31
406716,Greater Sydney,Outer Ring,Penrith,Townhouse,4 or more Bedrooms,490.0,37,413,2021-03-31
406717,Greater Sydney,Outer Ring,Penrith,Flat/Unit,Total,380.0,592,5039,2021-03-31
406718,Greater Sydney,Outer Ring,Penrith,Flat/Unit,Bedsitter,,,,2021-03-31
406719,Greater Sydney,Outer Ring,Penrith,Flat/Unit,1 Bedroom,345.0,110,798,2021-03-31
406720,Greater Sydney,Outer Ring,Penrith,Flat/Unit,Not Specified,,,139,2021-03-31
406721,Greater Sydney,Outer Ring,Penrith,Flat/Unit,2 Bedrooms,380.0,418,3656,2021-03-31
406722,Greater Sydney,Outer Ring,Penrith,Flat/Unit,3 Bedrooms,460.0,50,396,2021-03-31
406723,Greater Sydney,Outer Ring,Penrith,Flat/Unit,4 or more Bedrooms,,,40,2021-03-31
406731,Greater Sydney,Outer Ring,Sutherland Shire,House,Total,750.0,355,4149,2021-03-31
406732,Greater Sydney,Outer Ring,Sutherland Shire,House,Bedsitter,,,,2021-03-31
406733,Greater Sydney,Outer Ring,Sutherland Shire,House,1 Bedroom,400.0,s,90,2021-03-31
406734,Greater Sydney,Outer Ring,Sutherland Shire,House,Not Specified,,,67,2021-03-31
406735,Greater Sydney,Outer Ring,Sutherland Shire,House,2 Bedrooms,550.0,50,555,2021-03-31
406736,Greater Sydney,Outer Ring,Sutherland Shire,House,3 Bedrooms,700.0,147,1836,2021-03-31
406737,Greater Sydney,Outer Ring,Sutherland Shire,House,4 or more Bedrooms,895.0,145,1594,2021-03-31
406738,Greater Sydney,Outer Ring,Sutherland Shire,Other,Total,500.0,s,1024,2021-03-31
406739,Greater Sydney,Outer Ring,Sutherland Shire,Other,Bedsitter,,,s,2021-03-31
406740,Greater Sydney,Outer Ring,Sutherland Shire,Other,1 Bedroom,,,173,2021-03-31
406741,Greater Sydney,Outer Ring,Sutherland Shire,Other,Not Specified,,,165,2021-03-31
406742,Greater Sydney,Outer Ring,Sutherland Shire,Other,2 Bedrooms,,,393,2021-03-31
406743,Greater Sydney,Outer Ring,Sutherland Shire,Other,3 Bedrooms,,,193,2021-03-31
406744,Greater Sydney,Outer Ring,Sutherland Shire,Other,4 or more Bedrooms,,,74,2021-03-31
406745,Greater Sydney,Outer Ring,Sutherland Shire,Townhouse,Total,740.0,183,1947,2021-03-31
406746,Greater Sydney,Outer Ring,Sutherland Shire,Townhouse,1 Bedroom,,,34,2021-03-31
406747,Greater Sydney,Outer Ring,Sutherland Shire,Townhouse,Not Specified,,,s,2021-03-31
406748,Greater Sydney,Outer Ring,Sutherland Shire,Townhouse,2 Bedrooms,560.0,37,431,2021-03-31
406749,Greater Sydney,Outer Ring,Sutherland Shire,Townhouse,3 Bedrooms,745.0,105,1162,2021-03-31
406750,Greater Sydney,Outer Ring,Sutherland Shire,Townhouse,4 or more Bedrooms,1000.0,38,292,2021-03-31
406751,Greater Sydney,Outer Ring,Sutherland Shire,Flat/Unit,Total,480.0,1060,9727,2021-03-31
406752,Greater Sydney,Outer Ring,Sutherland Shire,Flat/Unit,Bedsitter,,,s,2021-03-31
406753,Greater Sydney,Outer Ring,Sutherland Shire,Flat/Unit,1 Bedroom,420.0,253,1931,2021-03-31
406754,Greater Sydney,Outer Ring,Sutherland Shire,Flat/Unit,Not Specified,,,123,2021-03-31
406755,Greater Sydney,Outer Ring,Sutherland Shire,Flat/Unit,2 Bedrooms,495.0,705,6686,2021-03-31
406756,Greater Sydney,Outer Ring,Sutherland Shire,Flat/Unit,3 Bedrooms,720.0,96,930,2021-03-31
406757,Greater Sydney,Outer Ring,Sutherland Shire,Flat/Unit,4 or more Bedrooms,,,44,2021-03-31
406765,Greater Sydney,Outer Ring,The Hills Shire,House,Total,650.0,603,6533,2021-03-31
406766,Greater Sydney,Outer Ring,The Hills Shire,House,Bedsitter,,,,2021-03-31
406767,Greater Sydney,Outer Ring,The Hills Shire,House,1 Bedroom,,,72,2021-03-31
406768,Greater Sydney,Outer Ring,The Hills Shire,House,Not Specified,,,213,2021-03-31
406769,Greater Sydney,Outer Ring,The Hills Shire,House,2 Bedrooms,450.0,46,364,2021-03-31
406770,Greater Sydney,Outer Ring,The Hills Shire,House,3 Bedrooms,600.0,157,1552,2021-03-31
406771,Greater Sydney,Outer Ring,The Hills Shire,House,4 or more Bedrooms,700.0,389,4326,2021-03-31
406772,Greater Sydney,Outer Ring,The Hills Shire,Other,Total,430.0,43,709,2021-03-31
406773,Greater Sydney,Outer Ring,The Hills Shire,Other,Bedsitter,,,,2021-03-31
406774,Greater Sydney,Outer Ring,The Hills Shire,Other,1 Bedroom,,,55,2021-03-31
406775,Greater Sydney,Outer Ring,The Hills Shire,Other,Not Specified,,,268,2021-03-31
406776,Greater Sydney,Outer Ring,The Hills Shire,Other,2 Bedrooms,418.0,s,167,2021-03-31
406777,Greater Sydney,Outer Ring,The Hills Shire,Other,3 Bedrooms,,,122,2021-03-31
406778,Greater Sydney,Outer Ring,The Hills Shire,Other,4 or more Bedrooms,,,91,2021-03-31
406779,Greater Sydney,Outer Ring,The Hills Shire,Townhouse,Total,600.0,111,1217,2021-03-31
406780,Greater Sydney,Outer Ring,The Hills Shire,Townhouse,Bedsitter,,,,2021-03-31
406781,Greater Sydney,Outer Ring,The Hills Shire,Townhouse,1 Bedroom,,,s,2021-03-31
406782,Greater Sydney,Outer Ring,The Hills Shire,Townhouse,Not Specified,,,38,2021-03-31
406783,Greater Sydney,Outer Ring,The Hills Shire,Townhouse,2 Bedrooms,490.0,s,195,2021-03-31
406784,Greater Sydney,Outer Ring,The Hills Shire,Townhouse,3 Bedrooms,600.0,74,782,2021-03-31
406785,Greater Sydney,Outer Ring,The Hills Shire,Townhouse,4 or more Bedrooms,690.0,s,178,2021-03-31
406786,Greater Sydney,Outer Ring,The Hills Shire,Flat/Unit,Total,490.0,403,2852,2021-03-31
406787,Greater Sydney,Outer Ring,The Hills Shire,Flat/Unit,Bedsitter,,,,2021-03-31
406788,Greater Sydney,Outer Ring,The Hills Shire,Flat/Unit,1 Bedroom,400.0,96,551,2021-03-31
406789,Greater Sydney,Outer Ring,The Hills Shire,Flat/Unit,Not Specified,,,55,2021-03-31
406790,Greater Sydney,Outer Ring,The Hills Shire,Flat/Unit,2 Bedrooms,500.0,245,1754,2021-03-31
406791,Greater Sydney,Outer Ring,The Hills Shire,Flat/Unit,3 Bedrooms,570.0,56,460,2021-03-31
406792,Greater Sydney,Outer Ring,The Hills Shire,Flat/Unit,4 or more Bedrooms,,,s,2021-03-31
406800,Greater Sydney,Outer Ring,Wollondilly,House,Total,485.0,140,1860,2021-03-31
406801,Greater Sydney,Outer Ring,Wollondilly,House,Bedsitter,,,,2021-03-31
406802,Greater Sydney,Outer Ring,Wollondilly,House,1 Bedroom,,,s,2021-03-31
406803,Greater Sydney,Outer Ring,Wollondilly,House,Not Specified,,,36,2021-03-31
406804,Greater Sydney,Outer Ring,Wollondilly,House,2 Bedrooms,360.0,s,191,2021-03-31
406805,Greater Sydney,Outer Ring,Wollondilly,House,3 Bedrooms,450.0,58,864,2021-03-31
406806,Greater Sydney,Outer Ring,Wollondilly,House,4 or more Bedrooms,550.0,65,747,2021-03-31
406807,Greater Sydney,Outer Ring,Wollondilly,Other,Total,,,202,2021-03-31
406808,Greater Sydney,Outer Ring,Wollondilly,Other,Bedsitter,,,,2021-03-31
406809,Greater Sydney,Outer Ring,Wollondilly,Other,1 Bedroom,,,s,2021-03-31
406810,Greater Sydney,Outer Ring,Wollondilly,Other,Not Specified,,,73,2021-03-31
406811,Greater Sydney,Outer Ring,Wollondilly,Other,2 Bedrooms,,,34,2021-03-31
406812,Greater Sydney,Outer Ring,Wollondilly,Other,3 Bedrooms,,,39,2021-03-31
406813,Greater Sydney,Outer Ring,Wollondilly,Other,4 or more Bedrooms,,,s,2021-03-31
406814,Greater Sydney,Outer Ring,Wollondilly,Townhouse,Total,,,80,2021-03-31
406815,Greater Sydney,Outer Ring,Wollondilly,Townhouse,1 Bedroom,,,,2021-03-31
406816,Greater Sydney,Outer Ring,Wollondilly,Townhouse,Not Specified,,,,2021-03-31
406817,Greater Sydney,Outer Ring,Wollondilly,Townhouse,2 Bedrooms,,,33,2021-03-31
406818,Greater Sydney,Outer Ring,Wollondilly,Townhouse,3 Bedrooms,,,37,2021-03-31
406819,Greater Sydney,Outer Ring,Wollondilly,Townhouse,4 or more Bedrooms,,,,2021-03-31
406820,Greater Sydney,Outer Ring,Wollondilly,Flat/Unit,Total,315.0,s,237,2021-03-31
406821,Greater Sydney,Outer Ring,Wollondilly,Flat/Unit,Bedsitter,,,,2021-03-31
406822,Greater Sydney,Outer Ring,Wollondilly,Flat/Unit,1 Bedroom,,,62,2021-03-31
406823,Greater Sydney,Outer Ring,Wollondilly,Flat/Unit,Not Specified,,,,2021-03-31
406824,Greater Sydney,Outer Ring,Wollondilly,Flat/Unit,2 Bedrooms,340.0,s,148,2021-03-31
406825,Greater Sydney,Outer Ring,Wollondilly,Flat/Unit,3 Bedrooms,,,s,2021-03-31
438669,Greater Sydney,Inner Ring,Inner West,House,Total,750.0,775,7207,2021-06-30
438670,Greater Sydney,Inner Ring,Inner West,House,Bedsitter,,,69,2021-06-30
438671,Greater Sydney,Inner Ring,Inner West,House,1 Bedroom,385.0,69,400,2021-06-30
438672,Greater Sydney,Inner Ring,Inner West,House,Not Specified,,,130,2021-06-30
438673,Greater Sydney,Inner Ring,Inner West,House,2 Bedrooms,670.0,289,2484,2021-06-30
438674,Greater Sydney,Inner Ring,Inner West,House,3 Bedrooms,840.0,299,2935,2021-06-30
438675,Greater Sydney,Inner Ring,Inner West,House,4 or more Bedrooms,1100.0,107,1189,2021-06-30
438676,Greater Sydney,Inner Ring,Inner West,Other,Total,305.0,116,3180,2021-06-30
438677,Greater Sydney,Inner Ring,Inner West,Other,Bedsitter,210.0,s,278,2021-06-30
438678,Greater Sydney,Inner Ring,Inner West,Other,1 Bedroom,220.0,37,615,2021-06-30
438679,Greater Sydney,Inner Ring,Inner West,Other,Not Specified,435.0,s,1401,2021-06-30
438680,Greater Sydney,Inner Ring,Inner West,Other,2 Bedrooms,450.0,s,629,2021-06-30
438681,Greater Sydney,Inner Ring,Inner West,Other,3 Bedrooms,,,198,2021-06-30
438682,Greater Sydney,Inner Ring,Inner West,Other,4 or more Bedrooms,,,59,2021-06-30
438683,Greater Sydney,Inner Ring,Inner West,Townhouse,Total,750.0,188,2371,2021-06-30
438684,Greater Sydney,Inner Ring,Inner West,Townhouse,Bedsitter,,,,2021-06-30
438685,Greater Sydney,Inner Ring,Inner West,Townhouse,1 Bedroom,540.0,s,146,2021-06-30
438686,Greater Sydney,Inner Ring,Inner West,Townhouse,Not Specified,,,66,2021-06-30
438687,Greater Sydney,Inner Ring,Inner West,Townhouse,2 Bedrooms,673.0,82,1091,2021-06-30
438688,Greater Sydney,Inner Ring,Inner West,Townhouse,3 Bedrooms,810.0,77,880,2021-06-30
438689,Greater Sydney,Inner Ring,Inner West,Townhouse,4 or more Bedrooms,1000.0,s,181,2021-06-30
438690,Greater Sydney,Inner Ring,Inner West,Flat/Unit,Total,430.0,2193,19062,2021-06-30
438691,Greater Sydney,Inner Ring,Inner West,Flat/Unit,Bedsitter,320.0,83,663,2021-06-30
438692,Greater Sydney,Inner Ring,Inner West,Flat/Unit,1 Bedroom,380.0,856,6904,2021-06-30
438693,Greater Sydney,Inner Ring,Inner West,Flat/Unit,Not Specified,295.0,s,490,2021-06-30
438694,Greater Sydney,Inner Ring,Inner West,Flat/Unit,2 Bedrooms,470.0,1102,9949,2021-06-30
438695,Greater Sydney,Inner Ring,Inner West,Flat/Unit,3 Bedrooms,660.0,118,988,2021-06-30
438696,Greater Sydney,Inner Ring,Inner West,Flat/Unit,4 or more Bedrooms,,,68,2021-06-30
438704,Greater Sydney,Inner Ring,Lane Cove,House,Total,860.0,77,759,2021-06-30
438705,Greater Sydney,Inner Ring,Lane Cove,House,Bedsitter,,,,2021-06-30
438706,Greater Sydney,Inner Ring,Lane Cove,House,1 Bedroom,,,s,2021-06-30
438707,Greater Sydney,Inner Ring,Lane Cove,House,Not Specified,,,s,2021-06-30
438708,Greater Sydney,Inner Ring,Lane Cove,House,2 Bedrooms,633.0,s,102,2021-06-30
438709,Greater Sydney,Inner Ring,Lane Cove,House,3 Bedrooms,775.0,s,285,2021-06-30
438710,Greater Sydney,Inner Ring,Lane Cove,House,4 or more Bedrooms,1600.0,s,315,2021-06-30
438711,Greater Sydney,Inner Ring,Lane Cove,Other,Total,,,170,2021-06-30
438712,Greater Sydney,Inner Ring,Lane Cove,Other,Bedsitter,,,s,2021-06-30
438713,Greater Sydney,Inner Ring,Lane Cove,Other,1 Bedroom,,,s,2021-06-30
438714,Greater Sydney,Inner Ring,Lane Cove,Other,Not Specified,,,52,2021-06-30
438715,Greater Sydney,Inner Ring,Lane Cove,Other,2 Bedrooms,,,57,2021-06-30
438716,Greater Sydney,Inner Ring,Lane Cove,Other,3 Bedrooms,,,s,2021-06-30
438717,Greater Sydney,Inner Ring,Lane Cove,Other,4 or more Bedrooms,,,,2021-06-30
438718,Greater Sydney,Inner Ring,Lane Cove,Townhouse,Total,813.0,s,220,2021-06-30
438719,Greater Sydney,Inner Ring,Lane Cove,Townhouse,1 Bedroom,,,,2021-06-30
438720,Greater Sydney,Inner Ring,Lane Cove,Townhouse,Not Specified,,,,2021-06-30
438721,Greater Sydney,Inner Ring,Lane Cove,Townhouse,2 Bedrooms,,,80,2021-06-30
438722,Greater Sydney,Inner Ring,Lane Cove,Townhouse,3 Bedrooms,800.0,s,113,2021-06-30
438723,Greater Sydney,Inner Ring,Lane Cove,Townhouse,4 or more Bedrooms,,,s,2021-06-30
438724,Greater Sydney,Inner Ring,Lane Cove,Flat/Unit,Total,495.0,476,4390,2021-06-30
438725,Greater Sydney,Inner Ring,Lane Cove,Flat/Unit,Bedsitter,285.0,s,56,2021-06-30
438726,Greater Sydney,Inner Ring,Lane Cove,Flat/Unit,1 Bedroom,450.0,154,1183,2021-06-30
438727,Greater Sydney,Inner Ring,Lane Cove,Flat/Unit,Not Specified,,,124,2021-06-30
438728,Greater Sydney,Inner Ring,Lane Cove,Flat/Unit,2 Bedrooms,540.0,265,2533,2021-06-30
438729,Greater Sydney,Inner Ring,Lane Cove,Flat/Unit,3 Bedrooms,740.0,43,466,2021-06-30
438730,Greater Sydney,Inner Ring,Lane Cove,Flat/Unit,4 or more Bedrooms,,,s,2021-06-30
438738,Greater Sydney,Inner Ring,Mosman,House,Total,1850.0,61,504,2021-06-30
438739,Greater Sydney,Inner Ring,Mosman,House,Bedsitter,,,,2021-06-30
438740,Greater Sydney,Inner Ring,Mosman,House,1 Bedroom,,,s,2021-06-30
438741,Greater Sydney,Inner Ring,Mosman,House,Not Specified,,,s,2021-06-30
438742,Greater Sydney,Inner Ring,Mosman,House,2 Bedrooms,,,48,2021-06-30
438743,Greater Sydney,Inner Ring,Mosman,House,3 Bedrooms,1290.0,s,154,2021-06-30
438744,Greater Sydney,Inner Ring,Mosman,House,4 or more Bedrooms,2675.0,38,252,2021-06-30
438745,Greater Sydney,Inner Ring,Mosman,Other,Total,,,222,2021-06-30
438746,Greater Sydney,Inner Ring,Mosman,Other,Bedsitter,,,,2021-06-30
438747,Greater Sydney,Inner Ring,Mosman,Other,1 Bedroom,,,48,2021-06-30
438748,Greater Sydney,Inner Ring,Mosman,Other,Not Specified,,,84,2021-06-30
438749,Greater Sydney,Inner Ring,Mosman,Other,2 Bedrooms,,,47,2021-06-30
438750,Greater Sydney,Inner Ring,Mosman,Other,3 Bedrooms,,,32,2021-06-30
438751,Greater Sydney,Inner Ring,Mosman,Other,4 or more Bedrooms,,,,2021-06-30
438752,Greater Sydney,Inner Ring,Mosman,Townhouse,Total,,,177,2021-06-30
438753,Greater Sydney,Inner Ring,Mosman,Townhouse,Bedsitter,,,,2021-06-30
438754,Greater Sydney,Inner Ring,Mosman,Townhouse,1 Bedroom,,,,2021-06-30
438755,Greater Sydney,Inner Ring,Mosman,Townhouse,Not Specified,,,,2021-06-30
438756,Greater Sydney,Inner Ring,Mosman,Townhouse,2 Bedrooms,,,42,2021-06-30
438757,Greater Sydney,Inner Ring,Mosman,Townhouse,3 Bedrooms,,,101,2021-06-30
438758,Greater Sydney,Inner Ring,Mosman,Townhouse,4 or more Bedrooms,,,s,2021-06-30
438759,Greater Sydney,Inner Ring,Mosman,Flat/Unit,Total,550.0,334,3116,2021-06-30
438760,Greater Sydney,Inner Ring,Mosman,Flat/Unit,Bedsitter,,,s,2021-06-30
438761,Greater Sydney,Inner Ring,Mosman,Flat/Unit,1 Bedroom,430.0,128,1096,2021-06-30
438762,Greater Sydney,Inner Ring,Mosman,Flat/Unit,Not Specified,,,117,2021-06-30
438763,Greater Sydney,Inner Ring,Mosman,Flat/Unit,2 Bedrooms,625.0,179,1578,2021-06-30
438764,Greater Sydney,Inner Ring,Mosman,Flat/Unit,3 Bedrooms,1025.0,s,281,2021-06-30
438765,Greater Sydney,Inner Ring,Mosman,Flat/Unit,4 or more Bedrooms,,,s,2021-06-30
438773,Greater Sydney,Inner Ring,North Sydney,House,Total,1000.0,123,1027,2021-06-30
438774,Greater Sydney,Inner Ring,North Sydney,House,Bedsitter,,,s,2021-06-30
438775,Greater Sydney,Inner Ring,North Sydney,House,1 Bedroom,440.0,s,115,2021-06-30
438776,Greater Sydney,Inner Ring,North Sydney,House,Not Specified,,,33,2021-06-30
438777,Greater Sydney,Inner Ring,North Sydney,House,2 Bedrooms,788.0,s,259,2021-06-30
438778,Greater Sydney,Inner Ring,North Sydney,House,3 Bedrooms,1175.0,45,383,2021-06-30
438779,Greater Sydney,Inner Ring,North Sydney,House,4 or more Bedrooms,1750.0,s,224,2021-06-30
438780,Greater Sydney,Inner Ring,North Sydney,Other,Total,375.0,s,724,2021-06-30
438781,Greater Sydney,Inner Ring,North Sydney,Other,Bedsitter,,,70,2021-06-30
438782,Greater Sydney,Inner Ring,North Sydney,Other,1 Bedroom,380.0,s,157,2021-06-30
438783,Greater Sydney,Inner Ring,North Sydney,Other,Not Specified,,,207,2021-06-30
